,title,date,links
120,WATCH FULL | Chaos in Parliament: Malema gets kicked out after refusing to withdraw remarks on abuse,2020-02-18,https://www.youtube.com/watch?v=DVIGFjg5cJc
121,Securing Justice For Survivors Of Sexual And Gender-Based Violence,2020-11-30,https://www.youtube.com/watch?v=KZzQBkkJ1J0
122,Ekiti Gets 208 Bed Transit Home For Victims Of Gender-Based Violence,2020-11-30,https://www.youtube.com/watch?v=7CiVIoMjBAM
123,"RAPE CASE: UWA, RAPED AND KILLED IN CHURCH",2020-06-03,https://www.youtube.com/watch?v=-Pe1ScuWGOU
124,"Speech by Barr Eze Onyekpere on Advocacy Visit to ATV, Yola",2021-02-22,https://www.youtube.com/watch?v=16qRoR_85Qk
125,I Quit (GBV Film),2021-01-29,https://www.youtube.com/watch?v=BnwXMgDsCHI
126,UN International Women’s Day 2021 Women in leadership: Achieving an equal future in a COVID-19 world,2021-02-28,https://www.youtube.com/watch?v=-GXMfTFKNBQ
127,"Response by Mr Abu S.K., the General Manager, Vision FM, Sokoto",2021-03-01,https://www.youtube.com/watch?v=r1BYG5XAhhg
128,"Lava Thomas, Kenyatta A.C. Hinkle and Bridget Cooks in Conversation",2021-06-07,https://www.youtube.com/watch?v=L7hsIHSJowg
129,Day 43:  All about survival | Big Brother: Lockdown | Africa Magic,2020-08-31,https://www.youtube.com/watch?v=I06rmoSCspQ
130,How to address rising cases of rape  in Nigeria,2020-06-08,https://www.youtube.com/watch?v=r6IHTU9L1-w
131,THIS MOVIE JUST CAME OUT TODAY ON YOUTUBE 2 - NIGERIAN MOVIES 2020 AFRIAN MOVIES,2020-11-03,https://www.youtube.com/watch?v=DKhNRZ-JQMA
132,Journalist Chude Jideonwo describes role of media in addressing gender based violence in Nigeria.,2020-08-25,https://www.youtube.com/watch?v=3fRjzIBs-p0
133,Interview with Ijeoma Uche-Okeke of Asele Institute - Women's House & Gender Equality in Africa,2021-01-22,https://www.youtube.com/watch?v=tt6dZr5TbV4
134,We Are all Activists— 16 Days of Activism against Gender-based Violence,2020-11-23,https://www.youtube.com/watch?v=CWfay9OKZ9w
135,Gender-based Violence in SA,2021-03-19,https://www.youtube.com/watch?v=VCU1yI38Pxk
136,Breaking The Silence: COVID 19 and SGBV in Nigeria.,2021-05-25,https://www.youtube.com/watch?v=CoAkdaWIwUE
137,"HOW MUCH DO NIGERIANS KNOW ABOUT MENTAL HEALTH, Depression and Anxiety? | Jennifer Idonigie",2020-02-14,https://www.youtube.com/watch?v=ovkAAMg-ng8
138,UNFPA in partnership with Ms Stephanie Linus Okereke - touch on higher Institutions GBV,2021-03-19,https://www.youtube.com/watch?v=UH8eMm5sW_o
139,VickyVeeJonas hanging around with Nigerian men to uplift her content ⁉️ THE GIRL IS BROKE😮,2020-07-15,https://www.youtube.com/watch?v=jpgLMGLqK4E
140,An innovative model for SDGs and prevention of gender-based violence,2021-03-24,https://www.youtube.com/watch?v=oiBdIU0T7b8
141,Practitioners' Day - Addressing GBV in Crises,2020-11-10,https://www.youtube.com/watch?v=JvwHaIH7d-I
142,Mobilizing a community to end harassment | Hand over the Mic,2020-11-18,https://www.youtube.com/watch?v=KmkuJR2-TP0
143,Preventing Gender-Based Violence in Kenya: CARE's Women's Voice & Leadership work,2020-11-20,https://www.youtube.com/watch?v=8vTR21V_2_M
144,"Comment by Mrs Cicilia Eseme, Sokoto",2021-03-03,https://www.youtube.com/watch?v=h9lhXXto3mw
145,A GBV advocacy video by the Nigerian Governors Wives Against Gender-Based Violence in Nigeria,2021-03-08,https://www.youtube.com/watch?v=vhVnIB0CKek
146,Nigerian Men’s Involvement Key to Stopping Gender-Based-Violence,2020-11-24,https://www.youtube.com/watch?v=bCQ9h783I88
147,Gender Based Issues/Consequences of Gender Based Violence/Counter Measures,2020-08-13,https://www.youtube.com/watch?v=qU0RIdXU10k
148,HE Toyin Saraki on ending Nigeria's silent pandemic of violence against women and girls,2021-01-29,https://www.youtube.com/watch?v=TFmpFI-kYak
149,"Remarks by Mr Rabiu Bello Gandi, the SGBV Response Team",2021-03-01,https://www.youtube.com/watch?v=xV8IALmSWh8
150,Celebrating Impact: Understanding justice for inequality and gender-based violence,2020-11-12,https://www.youtube.com/watch?v=p8UAZcwi1po
151,"Presentation by Barr Eze Onyekpere at Vision FM, Sokoto",2021-03-01,https://www.youtube.com/watch?v=-VAYz2iiKFs
152,Heartland Alliance Nigeria Ikorodu OSS,2020-09-04,https://www.youtube.com/watch?v=qND9YD8HeH8
153,GBV AoR Podcast Announcement for International Women's Day 2021,2021-03-08,https://www.youtube.com/watch?v=tgww3l8nPFU
154,Gender-Based Violence in Conflict and Humanitarian Settings,2020-12-04,https://www.youtube.com/watch?v=5GRp_QSmmtI
155,These are the best speeches on gender inequality,2020-03-06,https://www.youtube.com/watch?v=q2aDXPNVEMQ
156,Gender based violence . He killed her.,2020-06-20,https://www.youtube.com/watch?v=zcwMNpzPr6w
157,"Response by Mr Umar M. Bala, the NSCDC Commandant, Sokoto State Command",2021-03-03,https://www.youtube.com/watch?v=9f0aKKEpffM
158,GBV AoR Monthly Call - May 2021,2021-05-26,https://www.youtube.com/watch?v=X8KXDxZdJGc
159,Jose Foundation End Violence Against Women and Girls in Nigeria.,2020-10-11,https://www.youtube.com/watch?v=o2qfCnQK2q0
160,Nigerian Men’s Involvement Key to Stopping Gender-Based-Violence,2020-11-24,https://www.youtube.com/watch?v=JNsfV-7_tmk
161,Ars Aequi Series 04 – Episode 01 – Tech against Gender based Violence,2021-03-26,https://www.youtube.com/watch?v=1cinstzMhtM
162,HILLSIDE STORIES (EPISODE 3),2021-05-17,https://www.youtube.com/watch?v=mHUloTX3qKc
163,Gender-based violence Key Asks (Part 1): Syria Protection Funding Social Media Campaign,2021-05-12,https://www.youtube.com/watch?v=azCSIBgAgvY
164,Abducted Nigerian schoolgirls freed by kidnappers,2021-03-02,https://www.youtube.com/watch?v=7W-S2fLUDew
165,"AmplifyChange COVID-19 Grantee Voices Girl's Agenda, Nigeria",2020-11-23,https://www.youtube.com/watch?v=57PmaT8hBxM
166,Nigeria Gender-Based Violence. Cases of sexual assault increase during lockdown,2020-08-02,https://www.youtube.com/watch?v=vNMltPKqaZA
167,"My dark life in Nigeria, Kenyan women need to hear this- Jane Mwangi : Part 1 | Tuko Talks |Tuko TV",2021-02-24,https://www.youtube.com/watch?v=I85yXsmuNLA
168,Gender-based Violence and Femicide and Covid19 Combination in South Africa: Women’s Worst Ordeal,2021-05-28,https://www.youtube.com/watch?v=eUlHZPQuYwk
169,Project X - Mental Health Nigeria,2021-01-24,https://www.youtube.com/watch?v=b9g0P65Y9_M
170,gender empowerment program #endgbv,2020-12-02,https://www.youtube.com/watch?v=_JN2iimuIxk
171,The Good Citizen Radio Show - Increased Risk Of GBV During COVID-19 [with Ireti Bakare-Yusuf],2020-06-11,https://www.youtube.com/watch?v=JERIqRIFSo0
172,Mainstreaming gender in Public Health Responses in Nigeria: Dr. Muktar Gadanya,2021-01-06,https://www.youtube.com/watch?v=km0AzPVmFYo
173,A Results-Based Evaluation Framework to Measure Outcomes for GBV Prevention in Conflict Situations,2021-05-28,https://www.youtube.com/watch?v=P_iKQu0ViNk
174,Patriarchy And Violence: Why Women In Pakistan Have To Protest,2020-09-19,https://www.youtube.com/watch?v=d-J-QKS3cac
175,Gender Roles From A Male Perspective,2020-03-08,https://www.youtube.com/watch?v=EYfRFbn06SA
176,AMINA | Short video against sexual and gender based violence produced by Ebunoluwa Oluwarinu,2021-03-10,https://www.youtube.com/watch?v=jQlWUC_qlec
177,Victim Of Gender base Violence Must have Full Access to Justice,2020-12-08,https://www.youtube.com/watch?v=ajBsSmCJ-7Q
178,Gender-Based Violence Through an Intersectional Lens,2020-11-20,https://www.youtube.com/watch?v=-xK-ddAsOnw
179,E Cape government embarks on campaign against rape and GBV in Lusikisiki,2021-06-05,https://www.youtube.com/watch?v=5lSG-qY_eDA
180,Mental Health In An African Home,2020-05-15,https://www.youtube.com/watch?v=FVDAzHnNpf0
181,NLC On Gender Based Violence,2021-03-02,https://www.youtube.com/watch?v=eqkkFFVcq8Y
182,GRAPHIC CONTENT | Many lose faith in the fight against GBV and sexual offences,2020-09-29,https://www.youtube.com/watch?v=TaWqvh6KmuI
183,Gender based violence CSS | Violence against women in Pakistan | GBV -Strategies to overcome,2020-04-14,https://www.youtube.com/watch?v=sUVLs5k0Jys
184,Heroines of Peace,2021-01-21,https://www.youtube.com/watch?v=ESp2MVoSBE8
185,Feminism vs Nigerian Men - Saying No To Gender Roles!!!,2020-11-08,https://www.youtube.com/watch?v=GFLaX8-1mKo
186,Popular culture and visualising gender-based violence,2020-08-12,https://www.youtube.com/watch?v=AoXZTwHkSPo
187,All hail the fans – BBNaija Reunion | Pepper Dem: Big Brother | Africa Magic,2020-06-19,https://www.youtube.com/watch?v=kkQ9m-DRUPk
188,SPECIAL: Survivor of Domestic Abuse recounts experience,2020-06-29,https://www.youtube.com/watch?v=DzvRgJL-6Xo
189,Perspectives on Gender Based Violence - V1,2020-09-28,https://www.youtube.com/watch?v=ewbDTN2yTRw
190,16 Days of Activism Advocacy Campaign,2020-11-26,https://www.youtube.com/watch?v=7sciEJkBjuE
191,Documentary on Gender Based Violence,2020-07-03,https://www.youtube.com/watch?v=D4PfsZwRCyc
192,GBV Risk Mitigation Integration into Protection Work (Spanish),2020-09-29,https://www.youtube.com/watch?v=iTr9WXxLrLo
193,CARITAS NIGERIA CONCLUDES 16 DAYS ADVOCACY ON GENDER BASED VIOLENCE,2020-12-18,https://www.youtube.com/watch?v=a7L0Id0ZZac
194,GBV,2021-05-31,https://www.youtube.com/watch?v=HGL0H5RzFAE
195,Gender Deputy Minister meets with GBV volunteers in //Kharas,2020-10-22,https://www.youtube.com/watch?v=3C8SETX2Q08
196,16 Days of Activism Against Gender-based Violence - a short training video for workplaces.,2020-11-18,https://www.youtube.com/watch?v=LQFIMdg2wog
197,Analysis: Preventing Sexual And Gender-Based Violence,2021-03-19,https://www.youtube.com/watch?v=KhUekoOWd1E
198,"Response by the General Manager, Garkuwa Radio Station, Sokoto",2021-03-01,https://www.youtube.com/watch?v=mfehGIoJd2Q
199,Vote of Thanks by Mrs Aisha Magima at the Chief Palace in Yola,2021-02-24,https://www.youtube.com/watch?v=XbKx2RlaEpA
200,"NGO urges women, girls to speak out against GBV",2020-12-09,https://www.youtube.com/watch?v=fyKccNfo8Bk
201,Campaign against rape and Gender-Based Violence in Lusikisiki: Chief Mwelo Nonkonyana,2021-06-05,https://www.youtube.com/watch?v=HLUltmoOqa8
202,YOU CANNOT WATCH THIS MOVIE WITHOUT CRYING - NIGERIAN MOVIES 2020 AfRICAN MOVIES,2020-10-02,https://www.youtube.com/watch?v=pJt5dvzoDIM
203,The Joy - Iphutha,2020-06-25,https://www.youtube.com/watch?v=jm1NYPDaX1o
204,How To End Gender Based Violence As World Celebrates Women's Day,2021-03-08,https://www.youtube.com/watch?v=BFzd5xHhfh0
205,Improving Social Media: Reducing Gender-Based Violence Online,2021-05-19,https://www.youtube.com/watch?v=pgUrU4tiHk0
206,"Speech By Barr Eze Onyekpere in Chief of Staff to Governor office, Part 2",2021-02-22,https://www.youtube.com/watch?v=xP7ipQPSNH8
207,SWIFT - ActionAid Nigeria Triannual Newsletter (March-June 2020),2020-07-27,https://www.youtube.com/watch?v=nfhTcm4wa8E
208,Women Matter: Statistics on SGBV,2021-05-25,https://www.youtube.com/watch?v=hjTSyhMH294
209,"A global history of women’s rights, in 3 minutes",2020-01-16,https://www.youtube.com/watch?v=m_UjYOfmkn8
210,Special investigation panel begins second sitting on sexual and Gender-Based Violence in Nigeria,2021-04-12,https://www.youtube.com/watch?v=JAcRAzjCAOA
211,"Remarks by Habiba Ahmad, the Director, State Ministry of Women Affairs, Sokoto",2021-03-01,https://www.youtube.com/watch?v=3z5iRF65ErM
212,Say No To GBV.. Not all men are trash,2020-04-22,https://www.youtube.com/watch?v=tiX-73tRXSg
213,How Abductions and Kidnappings are Impacting Nigerians' Mental Health,2021-04-13,https://www.youtube.com/watch?v=vIFgoJ1FPqE
214,Unlimited with Ms. Cole™️ - Gender Based Violence... A Masculinities Approach?,2020-06-27,https://www.youtube.com/watch?v=DniaEa-El0c
215,ANYWHERE BUT HOME (DOMESTIC VIOLENCE) - LATEST NIGERIAN SHORT FILM 2020,2020-07-01,https://www.youtube.com/watch?v=JGOkCr7_BKk
